ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,CMS_CITY,CMS_STATE,HOSPITAL_TYPE,OWNERSHIP,EMERGENCY_SERVICES,HOSPITAL_RATING
ORG0736,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0737,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0738,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0739,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0740,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0741,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0742,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0743,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0744,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0745,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0746,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0747,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0748,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0749,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0750,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0751,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0752,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0753,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0754,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0755,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0756,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,WORCESTER,MA,Psychiatric,Government - State,No,Not Available
ORG0757,220062,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,MA,Acute Care Hospitals,Proprietary,No,Not Available
ORG0758,220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0759,224013,ARBOUR HOSPITAL,BOSTON,MA,Psychiatric,Proprietary,No,Not Available
ORG0760,224018,ARBOUR HUMAN RESOURCE INSTITUTE,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0761,224021,ARBOUR-FULLER HOSPITAL,SOUTH ATTLEBORO,MA,Psychiatric,Proprietary,No,Not Available
ORG0762,221303,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,2
ORG0763,220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0764,220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0765,220065,BAYSTATE NOBLE HOSPITAL,WESTFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0766,220030,BAYSTATE WING HOSPITAL,PALMER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0767,22001F,BEDFORD VA MEDICAL CENTER,BEDFORD,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0768,220046,BERKSHIRE MEDICAL CENTER,PITTSFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0769,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,MILTON,MA,Acute Care Hospitals,Government - Federal,Yes,4
ORG0770,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0771,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,PLYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0772,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0773,223302,BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,Childrens,Voluntary non-profit - Private,Yes,Not Available
ORG0774,220031,BOSTON MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0775,220036,BOSTON MEDICAL CENTER-BRIGHTON,BRIGHTON,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0776,224022,BOURNEWOOD HOSPITAL,BROOKLINE,MA,Psychiatric,Proprietary,No,Not Available
ORG0777,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,JAMAICA PLAIN,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0778,220110,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0779,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,TAUNTON,MA,Acute Care Hospitals,Proprietary,Yes,1
ORG0780,220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,Acute Care Hospitals,Government - Local,Yes,3
ORG0781,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,POCASSET,MA,Psychiatric,Government - State,No,Not Available
ORG0782,220012,CAPE COD HOSPITAL,HYANNIS,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0783,220017,CARNEY HOSPITAL,BOSTON,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0784,220015,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0785,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,FALL RIVER,MA,Psychiatric,Government - State,No,Not Available
ORG0786,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,BOSTON,MA,Psychiatric,Government - State,No,Not Available
ORG0787,220084,EMERSON HOSPITAL -,W CONCORD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0788,221302,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,5
ORG0789,220135,FALMOUTH HOSPITAL,FALMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0790,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,MA,Childrens,Voluntary non-profit - Private,No,Not Available
ORG0791,220111,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0792,220095,HEYWOOD HOSPITAL -,GARDNER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0793,220080,HOLY FAMILY HOSPITAL,METHUEN,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0794,220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0795,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,WORCESTER,MA,Psychiatric,Proprietary,No,Not Available
ORG0796,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0797,220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0798,221300,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,MA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,4
ORG0799,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available
ORG0800,220071,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0801,224007,MCLEAN HOSPITAL CORPORATION,BELMONT,MA,Psychiatric,Voluntary non-profit - Private,No,Not Available
ORG0802,220070,MELROSEWAKEFIELD HEALTHCARE,MELROSE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0803,220066,MERCY MEDICAL CTR,SPRINGFIELD,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0804,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,LAWRENCE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0805,220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1
ORG0806,220090,MILFORD REGIONAL MEDICAL CENTER,MILFORD,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4
ORG0807,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0808,220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0809,220177,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0810,220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0811,220088,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,No,5
ORG0812,220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0813,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,NORTH ADAMS,MA,Critical Access Hospitals,Government - Federal,Yes,Not Available
ORG0814,220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5
ORG0815,22009F,NORTHAMPTON VA MEDICAL CENTER,LEEDS,MA,Acute Care - Veterans Administration,Veterans Health Administration,No,Not Available
ORG0816,220033,NORTHEAST HOSPITAL CORPORATION,BEVERLY,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0817,220126,NORWOOD HOSPITAL,NORWOOD,MA,Acute Care Hospitals,Proprietary,Yes,Not Available
ORG0818,220020,SAINT ANNE'S HOSPITAL,FALL RIVER,MA,Acute Care Hospitals,Proprietary,Yes,3
ORG0819,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0820,220100,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0821,224041,SOUTHCOAST BEHAVIORAL HEALTH,DARTMOUTH,MA,Psychiatric,Proprietary,No,Not Available
ORG0822,220074,SOUTHCOAST HOSPITALS GROUP,FALL RIVER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4
ORG0823,220176,ST VINCENT HOSPITAL,WORCESTER,MA,Acute Care Hospitals,Proprietary,Yes,2
ORG0824,220008,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0825,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,DEVENS,MA,Psychiatric,Proprietary,No,Not Available
ORG0826,224001,TAUNTON STATE HOSPITAL,TAUNTON,MA,Psychiatric,Government - State,No,Not Available
ORG0827,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,BOSTON,MA,Childrens,Proprietary,No,Not Available
ORG0828,220116,TUFTS MEDICAL CENTER,BOSTON,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0829,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,SOUTHBRIDGE,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0830,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,LEOMINSTER,MA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3
ORG0831,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2
ORG0832,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,WORCESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
ORG0833,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,JAMAICA PLAIN,MA,Acute Care - Veterans Administration,Veterans Health Administration,Yes,4
ORG0834,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,HOLYOKE,MA,Psychiatric,Proprietary,No,Not Available
ORG0835,224038,"WALDEN BEHAVIORAL CARE, LLC",DEDHAM,MA,Psychiatric,Government - Federal,No,Not Available
ORG0836,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,WESTBOROUGH,MA,Psychiatric,Proprietary,No,Not Available
ORG0837,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,WESTWOOD,MA,Psychiatric,Proprietary,Yes,Not Available
ORG0838,224039,WHITTIER PAVILION,HAVERHILL,MA,Psychiatric,Proprietary,No,Not Available
ORG0839,220105,WINCHESTER HOSPITAL,WINCHESTER,MA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3
